num_soura,num_aya,aya,name_soura
2,250,ولما برزوا لجالوت وجنوده قالوا ربنا أفرغ علينا صبرا وثبت أقدامنا وانصرنا على القوم الكافرين,البقرة
2,251,فهزموهم بإذن الله وقتل داوود جالوت وآتاه الله الملك والحكمة وعلمه مما يشاء ۗ ولولا دفع الله الناس بعضهم ببعض لفسدت الأرض ولكن الله ذو فضل على العالمين,البقرة
2,252,تلك آيات الله نتلوها عليك بالحق ۚ وإنك لمن المرسلين,البقرة
2,253,تلك الرسل فضلنا بعضهم على بعض ۘ منهم من كلم الله ۖ ورفع بعضهم درجات ۚ وآتينا عيسى ابن مريم البينات وأيدناه بروح القدس ۗ ولو شاء الله ما اقتتل الذين من بعدهم من بعد ما جاءتهم البينات ولكن اختلفوا فمنهم من آمن ومنهم من كفر ۚ ولو شاء الله ما اقتتلوا ولكن الله يفعل ما يريد,البقرة
2,254,يا أيها الذين آمنوا أنفقوا مما رزقناكم من قبل أن يأتي يوم لا بيع فيه ولا خلة ولا شفاعة ۗ والكافرون هم الظالمون,البقرة
2,255,الله لا إله إلا هو الحي القيوم ۚ لا تأخذه سنة ولا نوم ۚ له ما في السماوات وما في الأرض ۗ من ذا الذي يشفع عنده إلا بإذنه ۚ يعلم ما بين أيديهم وما خلفهم ۖ ولا يحيطون بشيء من علمه إلا بما شاء ۚ وسع كرسيه السماوات والأرض ۖ ولا يئوده حفظهما ۚ وهو العلي العظيم,البقرة
2,256,لا إكراه في الدين ۖ قد تبين الرشد من الغي ۚ فمن يكفر بالطاغوت ويؤمن بالله فقد استمسك بالعروة الوثقى لا انفصام لها ۗ والله سميع عليم,البقرة
2,257,الله ولي الذين آمنوا يخرجهم من الظلمات إلى النور ۖ والذين كفروا أولياؤهم الطاغوت يخرجونهم من النور إلى الظلمات ۗ أولئك أصحاب النار ۖ هم فيها خالدون,البقرة
2,258,ألم تر إلى الذي حاج إبراهيم في ربه أن آتاه الله الملك إذ قال إبراهيم ربي الذي يحيي ويميت قال أنا أحيي وأميت ۖ قال إبراهيم فإن الله يأتي بالشمس من المشرق فأت بها من المغرب فبهت الذي كفر ۗ والله لا يهدي القوم الظالمين,البقرة
2,259,أو كالذي مر على قرية وهي خاوية على عروشها قال أنى يحيي هذه الله بعد موتها ۖ فأماته الله مائة عام ثم بعثه ۖ قال كم لبثت ۖ قال لبثت يوما أو بعض يوم ۖ قال بل لبثت مائة عام فانظر إلى طعامك وشرابك لم يتسنه ۖ وانظر إلى حمارك ولنجعلك آية للناس ۖ وانظر إلى العظام كيف ننشزها ثم نكسوها لحما ۚ فلما تبين له قال أعلم أن الله على كل شيء قدير,البقرة
2,260,وإذ قال إبراهيم رب أرني كيف تحيي الموتى ۖ قال أولم تؤمن ۖ قال بلى ولكن ليطمئن قلبي ۖ قال فخذ أربعة من الطير فصرهن إليك ثم اجعل على كل جبل منهن جزءا ثم ادعهن يأتينك سعيا ۚ واعلم أن الله عزيز حكيم,البقرة
2,261,مثل الذين ينفقون أموالهم في سبيل الله كمثل حبة أنبتت سبع سنابل في كل سنبلة مائة حبة ۗ والله يضاعف لمن يشاء ۗ والله واسع عليم,البقرة
2,262,الذين ينفقون أموالهم في سبيل الله ثم لا يتبعون ما أنفقوا منا ولا أذى ۙ لهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون,البقرة
2,263,قول معروف ومغفرة خير من صدقة يتبعها أذى ۗ والله غني حليم,البقرة
2,264,يا أيها الذين آمنوا لا تبطلوا صدقاتكم بالمن والأذى كالذي ينفق ماله رئاء الناس ولا يؤمن بالله واليوم الآخر ۖ فمثله كمثل صفوان عليه تراب فأصابه وابل فتركه صلدا ۖ لا يقدرون على شيء مما كسبوا ۗ والله لا يهدي القوم الكافرين,البقرة
2,265,ومثل الذين ينفقون أموالهم ابتغاء مرضات الله وتثبيتا من أنفسهم كمثل جنة بربوة أصابها وابل فآتت أكلها ضعفين فإن لم يصبها وابل فطل ۗ والله بما تعملون بصير,البقرة
2,266,أيود أحدكم أن تكون له جنة من نخيل وأعناب تجري من تحتها الأنهار له فيها من كل الثمرات وأصابه الكبر وله ذرية ضعفاء فأصابها إعصار فيه نار فاحترقت ۗ كذلك يبين الله لكم الآيات لعلكم تتفكرون,البقرة
2,267,يا أيها الذين آمنوا أنفقوا من طيبات ما كسبتم ومما أخرجنا لكم من الأرض ۖ ولا تيمموا الخبيث منه تنفقون ولستم بآخذيه إلا أن تغمضوا فيه ۚ واعلموا أن الله غني حميد,البقرة
2,268,الشيطان يعدكم الفقر ويأمركم بالفحشاء ۖ والله يعدكم مغفرة منه وفضلا ۗ والله واسع عليم,البقرة
2,269,يؤتي الحكمة من يشاء ۚ ومن يؤت الحكمة فقد أوتي خيرا كثيرا ۗ وما يذكر إلا أولو الألباب,البقرة
2,270,وما أنفقتم من نفقة أو نذرتم من نذر فإن الله يعلمه ۗ وما للظالمين من أنصار,البقرة
2,271,إن تبدوا الصدقات فنعما هي ۖ وإن تخفوها وتؤتوها الفقراء فهو خير لكم ۚ ويكفر عنكم من سيئاتكم ۗ والله بما تعملون خبير,البقرة
2,272,ليس عليك هداهم ولكن الله يهدي من يشاء ۗ وما تنفقوا من خير فلأنفسكم ۚ وما تنفقون إلا ابتغاء وجه الله ۚ وما تنفقوا من خير يوف إليكم وأنتم لا تظلمون,البقرة
2,273,للفقراء الذين أحصروا في سبيل الله لا يستطيعون ضربا في الأرض يحسبهم الجاهل أغنياء من التعفف تعرفهم بسيماهم لا يسألون الناس إلحافا ۗ وما تنفقوا من خير فإن الله به عليم,البقرة
2,274,الذين ينفقون أموالهم بالليل والنهار سرا وعلانية فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون,البقرة
2,275,الذين يأكلون الربا لا يقومون إلا كما يقوم الذي يتخبطه الشيطان من المس ۚ ذلك بأنهم قالوا إنما البيع مثل الربا ۗ وأحل الله البيع وحرم الربا ۚ فمن جاءه موعظة من ربه فانتهى فله ما سلف وأمره إلى الله ۖ ومن عاد فأولئك أصحاب النار ۖ هم فيها خالدون,البقرة
2,276,يمحق الله الربا ويربي الصدقات ۗ والله لا يحب كل كفار أثيم,البقرة
2,277,إن الذين آمنوا وعملوا الصالحات وأقاموا الصلاة وآتوا الزكاة لهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون,البقرة
2,278,يا أيها الذين آمنوا اتقوا الله وذروا ما بقي من الربا إن كنتم مؤمنين,البقرة
2,279,فإن لم تفعلوا فأذنوا بحرب من الله ورسوله ۖ وإن تبتم فلكم رءوس أموالكم لا تظلمون ولا تظلمون,البقرة
2,280,وإن كان ذو عسرة فنظرة إلى ميسرة ۚ وأن تصدقوا خير لكم ۖ إن كنتم تعلمون,البقرة
2,281,واتقوا يوما ترجعون فيه إلى الله ۖ ثم توفى كل نفس ما كسبت وهم لا يظلمون,البقرة
2,282,يا أيها الذين آمنوا إذا تداينتم بدين إلى أجل مسمى فاكتبوه ۚ وليكتب بينكم كاتب بالعدل ۚ ولا يأب كاتب أن يكتب كما علمه الله ۚ فليكتب وليملل الذي عليه الحق وليتق الله ربه ولا يبخس منه شيئا ۚ فإن كان الذي عليه الحق سفيها أو ضعيفا أو لا يستطيع أن يمل هو فليملل وليه بالعدل ۚ واستشهدوا شهيدين من رجالكم ۖ فإن لم يكونا رجلين فرجل وامرأتان ممن ترضون من الشهداء أن تضل إحداهما فتذكر إحداهما الأخرى ۚ ولا يأب الشهداء إذا ما دعوا ۚ ولا تسأموا أن تكتبوه صغيرا أو كبيرا إلى أجله ۚ ذلكم أقسط عند الله وأقوم للشهادة وأدنى ألا ترتابوا ۖ إلا أن تكون تجارة حاضرة تديرونها بينكم فليس عليكم جناح ألا تكتبوها ۗ وأشهدوا إذا تبايعتم ۚ ولا يضار كاتب ولا شهيد ۚ وإن تفعلوا فإنه فسوق بكم ۗ واتقوا الله ۖ ويعلمكم الله ۗ والله بكل شيء عليم,البقرة
2,283,وإن كنتم على سفر ولم تجدوا كاتبا فرهان مقبوضة ۖ فإن أمن بعضكم بعضا فليؤد الذي اؤتمن أمانته وليتق الله ربه ۗ ولا تكتموا الشهادة ۚ ومن يكتمها فإنه آثم قلبه ۗ والله بما تعملون عليم,البقرة
2,284,لله ما في السماوات وما في الأرض ۗ وإن تبدوا ما في أنفسكم أو تخفوه يحاسبكم به الله ۖ فيغفر لمن يشاء ويعذب من يشاء ۗ والله على كل شيء قدير,البقرة
2,285,آمن الرسول بما أنزل إليه من ربه والمؤمنون ۚ كل آمن بالله وملائكته وكتبه ورسله لا نفرق بين أحد من رسله ۚ وقالوا سمعنا وأطعنا ۖ غفرانك ربنا وإليك المصير,البقرة
2,286,لا يكلف الله نفسا إلا وسعها ۚ لها ما كسبت وعليها ما اكتسبت ۗ ربنا لا تؤاخذنا إن نسينا أو أخطأنا ۚ ربنا ولا تحمل علينا إصرا كما حملته على الذين من قبلنا ۚ ربنا ولا تحملنا ما لا طاقة لنا به ۖ واعف عنا واغفر لنا وارحمنا ۚ أنت مولانا فانصرنا على القوم الكافرين,البقرة
3,1,الم,آل عمران
3,2,الله لا إله إلا هو الحي القيوم,آل عمران
3,3,نزل عليك الكتاب بالحق مصدقا لما بين يديه وأنزل التوراة والإنجيل,آل عمران
3,4,من قبل هدى للناس وأنزل الفرقان ۗ إن الذين كفروا بآيات الله لهم عذاب شديد ۗ والله عزيز ذو انتقام,آل عمران
3,5,إن الله لا يخفى عليه شيء في الأرض ولا في السماء,آل عمران
3,6,هو الذي يصوركم في الأرحام كيف يشاء ۚ لا إله إلا هو العزيز الحكيم,آل عمران
3,7,هو الذي أنزل عليك الكتاب منه آيات محكمات هن أم الكتاب وأخر متشابهات ۖ فأما الذين في قلوبهم زيغ فيتبعون ما تشابه منه ابتغاء الفتنة وابتغاء تأويله ۗ وما يعلم تأويله إلا الله ۗ والراسخون في العلم يقولون آمنا به كل من عند ربنا ۗ وما يذكر إلا أولو الألباب,آل عمران
3,8,ربنا لا تزغ قلوبنا بعد إذ هديتنا وهب لنا من لدنك رحمة ۚ إنك أنت الوهاب,آل عمران
3,9,ربنا إنك جامع الناس ليوم لا ريب فيه ۚ إن الله لا يخلف الميعاد,آل عمران
3,10,إن الذين كفروا لن تغني عنهم أموالهم ولا أولادهم من الله شيئا ۖ وأولئك هم وقود النار,آل عمران
3,11,كدأب آل فرعون والذين من قبلهم ۚ كذبوا بآياتنا فأخذهم الله بذنوبهم ۗ والله شديد العقاب,آل عمران
3,12,قل للذين كفروا ستغلبون وتحشرون إلى جهنم ۚ وبئس المهاد,آل عمران
3,13,قد كان لكم آية في فئتين التقتا ۖ فئة تقاتل في سبيل الله وأخرى كافرة يرونهم مثليهم رأي العين ۚ والله يؤيد بنصره من يشاء ۗ إن في ذلك لعبرة لأولي الأبصار,آل عمران
3,14,زين للناس حب الشهوات من النساء والبنين والقناطير المقنطرة من الذهب والفضة والخيل المسومة والأنعام والحرث ۗ ذلك متاع الحياة الدنيا ۖ والله عنده حسن المآب,آل عمران
3,15,قل أؤنبئكم بخير من ذلكم ۚ للذين اتقوا عند ربهم جنات تجري من تحتها الأنهار خالدين فيها وأزواج مطهرة ورضوان من الله ۗ والله بصير بالعباد,آل عمران
3,16,الذين يقولون ربنا إننا آمنا فاغفر لنا ذنوبنا وقنا عذاب النار,آل عمران
3,17,الصابرين والصادقين والقانتين والمنفقين والمستغفرين بالأسحار,آل عمران
3,18,شهد الله أنه لا إله إلا هو والملائكة وأولو العلم قائما بالقسط ۚ لا إله إلا هو العزيز الحكيم,آل عمران
3,19,إن الدين عند الله الإسلام ۗ وما اختلف الذين أوتوا الكتاب إلا من بعد ما جاءهم العلم بغيا بينهم ۗ ومن يكفر بآيات الله فإن الله سريع الحساب,آل عمران
3,20,فإن حاجوك فقل أسلمت وجهي لله ومن اتبعن ۗ وقل للذين أوتوا الكتاب والأميين أأسلمتم ۚ فإن أسلموا فقد اهتدوا ۖ وإن تولوا فإنما عليك البلاغ ۗ والله بصير بالعباد,آل عمران
3,21,إن الذين يكفرون بآيات الله ويقتلون النبيين بغير حق ويقتلون الذين يأمرون بالقسط من الناس فبشرهم بعذاب أليم,آل عمران
3,22,أولئك الذين حبطت أعمالهم في الدنيا والآخرة وما لهم من ناصرين,آل عمران
3,23,ألم تر إلى الذين أوتوا نصيبا من الكتاب يدعون إلى كتاب الله ليحكم بينهم ثم يتولى فريق منهم وهم معرضون,آل عمران
3,24,ذلك بأنهم قالوا لن تمسنا النار إلا أياما معدودات ۖ وغرهم في دينهم ما كانوا يفترون,آل عمران
3,25,فكيف إذا جمعناهم ليوم لا ريب فيه ووفيت كل نفس ما كسبت وهم لا يظلمون,آل عمران
3,26,قل اللهم مالك الملك تؤتي الملك من تشاء وتنزع الملك ممن تشاء وتعز من تشاء وتذل من تشاء ۖ بيدك الخير ۖ إنك على كل شيء قدير,آل عمران
3,27,تولج الليل في النهار وتولج النهار في الليل ۖ وتخرج الحي من الميت وتخرج الميت من الحي ۖ وترزق من تشاء بغير حساب,آل عمران
3,28,لا يتخذ المؤمنون الكافرين أولياء من دون المؤمنين ۖ ومن يفعل ذلك فليس من الله في شيء إلا أن تتقوا منهم تقاة ۗ ويحذركم الله نفسه ۗ وإلى الله المصير,آل عمران
3,29,قل إن تخفوا ما في صدوركم أو تبدوه يعلمه الله ۗ ويعلم ما في السماوات وما في الأرض ۗ والله على كل شيء قدير,آل عمران
3,30,يوم تجد كل نفس ما عملت من خير محضرا وما عملت من سوء تود لو أن بينها وبينه أمدا بعيدا ۗ ويحذركم الله نفسه ۗ والله رءوف بالعباد,آل عمران
3,31,قل إن كنتم تحبون الله فاتبعوني يحببكم الله ويغفر لكم ذنوبكم ۗ والله غفور رحيم,آل عمران
3,32,قل أطيعوا الله والرسول ۖ فإن تولوا فإن الله لا يحب الكافرين,آل عمران
3,33,إن الله اصطفى آدم ونوحا وآل إبراهيم وآل عمران على العالمين,آل عمران
3,34,ذرية بعضها من بعض ۗ والله سميع عليم,آل عمران
3,35,إذ قالت امرأت عمران رب إني نذرت لك ما في بطني محررا فتقبل مني ۖ إنك أنت السميع العليم,آل عمران
3,36,فلما وضعتها قالت رب إني وضعتها أنثى والله أعلم بما وضعت وليس الذكر كالأنثى ۖ وإني سميتها مريم وإني أعيذها بك وذريتها من الشيطان الرجيم,آل عمران
3,37,فتقبلها ربها بقبول حسن وأنبتها نباتا حسنا وكفلها زكريا ۖ كلما دخل عليها زكريا المحراب وجد عندها رزقا ۖ قال يا مريم أنى لك هذا ۖ قالت هو من عند الله ۖ إن الله يرزق من يشاء بغير حساب,آل عمران
3,38,هنالك دعا زكريا ربه ۖ قال رب هب لي من لدنك ذرية طيبة ۖ إنك سميع الدعاء,آل عمران
3,39,فنادته الملائكة وهو قائم يصلي في المحراب أن الله يبشرك بيحيى مصدقا بكلمة من الله وسيدا وحصورا ونبيا من الصالحين,آل عمران
3,40,قال رب أنى يكون لي غلام وقد بلغني الكبر وامرأتي عاقر ۖ قال كذلك الله يفعل ما يشاء,آل عمران
3,41,قال رب اجعل لي آية ۖ قال آيتك ألا تكلم الناس ثلاثة أيام إلا رمزا ۗ واذكر ربك كثيرا وسبح بالعشي والإبكار,آل عمران
3,42,وإذ قالت الملائكة يا مريم إن الله اصطفاك وطهرك واصطفاك على نساء العالمين,آل عمران
3,43,يا مريم اقنتي لربك واسجدي واركعي مع الراكعين,آل عمران
3,44,ذلك من أنباء الغيب نوحيه إليك ۚ وما كنت لديهم إذ يلقون أقلامهم أيهم يكفل مريم وما كنت لديهم إذ يختصمون,آل عمران
3,45,إذ قالت الملائكة يا مريم إن الله يبشرك بكلمة منه اسمه المسيح عيسى ابن مريم وجيها في الدنيا والآخرة ومن المقربين,آل عمران
3,46,ويكلم الناس في المهد وكهلا ومن الصالحين,آل عمران
3,47,قالت رب أنى يكون لي ولد ولم يمسسني بشر ۖ قال كذلك الله يخلق ما يشاء ۚ إذا قضى أمرا فإنما يقول له كن فيكون,آل عمران
3,48,ويعلمه الكتاب والحكمة والتوراة والإنجيل,آل عمران
3,49,ورسولا إلى بني إسرائيل أني قد جئتكم بآية من ربكم ۖ أني أخلق لكم من الطين كهيئة الطير فأنفخ فيه فيكون طيرا بإذن الله ۖ وأبرئ الأكمه والأبرص وأحيي الموتى بإذن الله ۖ وأنبئكم بما تأكلون وما تدخرون في بيوتكم ۚ إن في ذلك لآية لكم إن كنتم مؤمنين,آل عمران
3,50,ومصدقا لما بين يدي من التوراة ولأحل لكم بعض الذي حرم عليكم ۚ وجئتكم بآية من ربكم فاتقوا الله وأطيعون,آل عمران
3,51,إن الله ربي وربكم فاعبدوه ۗ هذا صراط مستقيم,آل عمران
3,52,فلما أحس عيسى منهم الكفر قال من أنصاري إلى الله ۖ قال الحواريون نحن أنصار الله آمنا بالله واشهد بأنا مسلمون,آل عمران
3,53,ربنا آمنا بما أنزلت واتبعنا الرسول فاكتبنا مع الشاهدين,آل عمران
3,54,ومكروا ومكر الله ۖ والله خير الماكرين,آل عمران
3,55,إذ قال الله يا عيسى إني متوفيك ورافعك إلي ومطهرك من الذين كفروا وجاعل الذين اتبعوك فوق الذين كفروا إلى يوم القيامة ۖ ثم إلي مرجعكم فأحكم بينكم فيما كنتم فيه تختلفون,آل عمران
3,56,فأما الذين كفروا فأعذبهم عذابا شديدا في الدنيا والآخرة وما لهم من ناصرين,آل عمران
3,57,وأما الذين آمنوا وعملوا الصالحات فيوفيهم أجورهم ۗ والله لا يحب الظالمين,آل عمران
3,58,ذلك نتلوه عليك من الآيات والذكر الحكيم,آل عمران
3,59,إن مثل عيسى عند الله كمثل آدم ۖ خلقه من تراب ثم قال له كن فيكون,آل عمران
3,60,الحق من ربك فلا تكن من الممترين,آل عمران
3,61,فمن حاجك فيه من بعد ما جاءك من العلم فقل تعالوا ندع أبناءنا وأبناءكم ونساءنا ونساءكم وأنفسنا وأنفسكم ثم نبتهل فنجعل لعنت الله على الكاذبين,آل عمران
3,62,إن هذا لهو القصص الحق ۚ وما من إله إلا الله ۚ وإن الله لهو العزيز الحكيم,آل عمران
3,63,فإن تولوا فإن الله عليم بالمفسدين,آل عمران
3,64,قل يا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم ألا نعبد إلا الله ولا نشرك به شيئا ولا يتخذ بعضنا بعضا أربابا من دون الله ۚ فإن تولوا فقولوا اشهدوا بأنا مسلمون,آل عمران
3,65,يا أهل الكتاب لم تحاجون في إبراهيم وما أنزلت التوراة والإنجيل إلا من بعده ۚ أفلا تعقلون,آل عمران
3,66,ها أنتم هؤلاء حاججتم فيما لكم به علم فلم تحاجون فيما ليس لكم به علم ۚ والله يعلم وأنتم لا تعلمون,آل عمران
3,67,ما كان إبراهيم يهوديا ولا نصرانيا ولكن كان حنيفا مسلما وما كان من المشركين,آل عمران
3,68,إن أولى الناس بإبراهيم للذين اتبعوه وهذا النبي والذين آمنوا ۗ والله ولي المؤمنين,آل عمران
3,69,ودت طائفة من أهل الكتاب لو يضلونكم وما يضلون إلا أنفسهم وما يشعرون,آل عمران
3,70,يا أهل الكتاب لم تكفرون بآيات الله وأنتم تشهدون,آل عمران
3,71,يا أهل الكتاب لم تلبسون الحق بالباطل وتكتمون الحق وأنتم تعلمون,آل عمران
3,72,وقالت طائفة من أهل الكتاب آمنوا بالذي أنزل على الذين آمنوا وجه النهار واكفروا آخره لعلهم يرجعون,آل عمران
3,73,ولا تؤمنوا إلا لمن تبع دينكم قل إن الهدى هدى الله أن يؤتى أحد مثل ما أوتيتم أو يحاجوكم عند ربكم ۗ قل إن الفضل بيد الله يؤتيه من يشاء ۗ والله واسع عليم,آل عمران
3,74,يختص برحمته من يشاء ۗ والله ذو الفضل العظيم,آل عمران
3,75,ومن أهل الكتاب من إن تأمنه بقنطار يؤده إليك ومنهم من إن تأمنه بدينار لا يؤده إليك إلا ما دمت عليه قائما ۗ ذلك بأنهم قالوا ليس علينا في الأميين سبيل ويقولون على الله الكذب وهم يعلمون,آل عمران
3,76,بلى من أوفى بعهده واتقى فإن الله يحب المتقين,آل عمران
3,77,إن الذين يشترون بعهد الله وأيمانهم ثمنا قليلا أولئك لا خلاق لهم في الآخرة ولا يكلمهم الله ولا ينظر إليهم يوم القيامة ولا يزكيهم ولهم عذاب أليم,آل عمران
3,78,وإن منهم لفريقا يلوون ألسنتهم بالكتاب لتحسبوه من الكتاب وما هو من الكتاب ويقولون هو من عند الله وما هو من عند الله ويقولون على الله الكذب وهم يعلمون,آل عمران
3,79,ما كان لبشر أن يؤتيه الله الكتاب والحكم والنبوة ثم يقول للناس كونوا عبادا لي من دون الله ولكن كونوا ربانيين بما كنتم تعلمون الكتاب وبما كنتم تدرسون,آل عمران
3,80,ولا يأمركم أن تتخذوا الملائكة والنبيين أربابا ۗ أيأمركم بالكفر بعد إذ أنتم مسلمون,آل عمران
3,81,وإذ أخذ الله ميثاق النبيين لما آتيتكم من كتاب وحكمة ثم جاءكم رسول مصدق لما معكم لتؤمنن به ولتنصرنه ۚ قال أأقررتم وأخذتم على ذلكم إصري ۖ قالوا أقررنا ۚ قال فاشهدوا وأنا معكم من الشاهدين,آل عمران
3,82,فمن تولى بعد ذلك فأولئك هم الفاسقون,آل عمران
3,83,أفغير دين الله يبغون وله أسلم من في السماوات والأرض طوعا وكرها وإليه يرجعون,آل عمران
3,84,قل آمنا بالله وما أنزل علينا وما أنزل على إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى والنبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون,آل عمران
3,85,ومن يبتغ غير الإسلام دينا فلن يقبل منه وهو في الآخرة من الخاسرين,آل عمران
3,86,كيف يهدي الله قوما كفروا بعد إيمانهم وشهدوا أن الرسول حق وجاءهم البينات ۚ والله لا يهدي القوم الظالمين,آل عمران
3,87,أولئك جزاؤهم أن عليهم لعنة الله والملائكة والناس أجمعين,آل عمران
3,88,خالدين فيها لا يخفف عنهم العذاب ولا هم ينظرون,آل عمران
3,89,إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم,آل عمران
3,90,إن الذين كفروا بعد إيمانهم ثم ازدادوا كفرا لن تقبل توبتهم وأولئك هم الضالون,آل عمران
3,91,إن الذين كفروا وماتوا وهم كفار فلن يقبل من أحدهم ملء الأرض ذهبا ولو افتدى به ۗ أولئك لهم عذاب أليم وما لهم من ناصرين,آل عمران
3,92,لن تنالوا البر حتى تنفقوا مما تحبون ۚ وما تنفقوا من شيء فإن الله به عليم,آل عمران
3,93,كل الطعام كان حلا لبني إسرائيل إلا ما حرم إسرائيل على نفسه من قبل أن تنزل التوراة ۗ قل فأتوا بالتوراة فاتلوها إن كنتم صادقين,آل عمران
3,94,فمن افترى على الله الكذب من بعد ذلك فأولئك هم الظالمون,آل عمران
3,95,قل صدق الله ۗ فاتبعوا ملة إبراهيم حنيفا وما كان من المشركين,آل عمران
3,96,إن أول بيت وضع للناس للذي ببكة مباركا وهدى للعالمين,آل عمران
3,97,فيه آيات بينات مقام إبراهيم ۖ ومن دخله كان آمنا ۗ ولله على الناس حج البيت من استطاع إليه سبيلا ۚ ومن كفر فإن الله غني عن العالمين,آل عمران
3,98,قل يا أهل الكتاب لم تكفرون بآيات الله والله شهيد على ما تعملون,آل عمران
3,99,قل يا أهل الكتاب لم تصدون عن سبيل الله من آمن تبغونها عوجا وأنتم شهداء ۗ وما الله بغافل عما تعملون,آل عمران
3,100,يا أيها الذين آمنوا إن تطيعوا فريقا من الذين أوتوا الكتاب يردوكم بعد إيمانكم كافرين,آل عمران
3,101,وكيف تكفرون وأنتم تتلى عليكم آيات الله وفيكم رسوله ۗ ومن يعتصم بالله فقد هدي إلى صراط مستقيم,آل عمران
3,102,يا أيها الذين آمنوا اتقوا الله حق تقاته ولا تموتن إلا وأنتم مسلمون,آل عمران
3,103,واعتصموا بحبل الله جميعا ولا تفرقوا ۚ واذكروا نعمت الله عليكم إذ كنتم أعداء فألف بين قلوبكم فأصبحتم بنعمته إخوانا وكنتم على شفا حفرة من النار فأنقذكم منها ۗ كذلك يبين الله لكم آياته لعلكم تهتدون,آل عمران
3,104,ولتكن منكم أمة يدعون إلى الخير ويأمرون بالمعروف وينهون عن المنكر ۚ وأولئك هم المفلحون,آل عمران
3,105,ولا تكونوا كالذين تفرقوا واختلفوا من بعد ما جاءهم البينات ۚ وأولئك لهم عذاب عظيم,آل عمران
3,106,يوم تبيض وجوه وتسود وجوه ۚ فأما الذين اسودت وجوههم أكفرتم بعد إيمانكم فذوقوا العذاب بما كنتم تكفرون,آل عمران
3,107,وأما الذين ابيضت وجوههم ففي رحمة الله هم فيها خالدون,آل عمران
3,108,تلك آيات الله نتلوها عليك بالحق ۗ وما الله يريد ظلما للعالمين,آل عمران
3,109,ولله ما في السماوات وما في الأرض ۚ وإلى الله ترجع الأمور,آل عمران
3,110,كنتم خير أمة أخرجت للناس تأمرون بالمعروف وتنهون عن المنكر وتؤمنون بالله ۗ ولو آمن أهل الكتاب لكان خيرا لهم ۚ منهم المؤمنون وأكثرهم الفاسقون,آل عمران
3,111,لن يضروكم إلا أذى ۖ وإن يقاتلوكم يولوكم الأدبار ثم لا ينصرون,آل عمران
3,112,ضربت عليهم الذلة أين ما ثقفوا إلا بحبل من الله وحبل من الناس وباءوا بغضب من الله وضربت عليهم المسكنة ۚ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون الأنبياء بغير حق ۚ ذلك بما عصوا وكانوا يعتدون,آل عمران
3,113,ليسوا سواء ۗ من أهل الكتاب أمة قائمة يتلون آيات الله آناء الليل وهم يسجدون,آل عمران
3,114,يؤمنون بالله واليوم الآخر ويأمرون بالمعروف وينهون عن المنكر ويسارعون في الخيرات وأولئك من الصالحين,آل عمران
3,115,وما يفعلوا من خير فلن يكفروه ۗ والله عليم بالمتقين,آل عمران
3,116,إن الذين كفروا لن تغني عنهم أموالهم ولا أولادهم من الله شيئا ۖ وأولئك أصحاب النار ۚ هم فيها خالدون,آل عمران
3,117,مثل ما ينفقون في هذه الحياة الدنيا كمثل ريح فيها صر أصابت حرث قوم ظلموا أنفسهم فأهلكته ۚ وما ظلمهم الله ولكن أنفسهم يظلمون,آل عمران
3,118,يا أيها الذين آمنوا لا تتخذوا بطانة من دونكم لا يألونكم خبالا ودوا ما عنتم قد بدت البغضاء من أفواههم وما تخفي صدورهم أكبر ۚ قد بينا لكم الآيات ۖ إن كنتم تعقلون,آل عمران
3,119,ها أنتم أولاء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كله وإذا لقوكم قالوا آمنا وإذا خلوا عضوا عليكم الأنامل من الغيظ ۚ قل موتوا بغيظكم ۗ إن الله عليم بذات الصدور,آل عمران
3,120,إن تمسسكم حسنة تسؤهم وإن تصبكم سيئة يفرحوا بها ۖ وإن تصبروا وتتقوا لا يضركم كيدهم شيئا ۗ إن الله بما يعملون محيط,آل عمران
3,121,وإذ غدوت من أهلك تبوئ المؤمنين مقاعد للقتال ۗ والله سميع عليم,آل عمران
3,122,إذ همت طائفتان منكم أن تفشلا والله وليهما ۗ وعلى الله فليتوكل المؤمنون,آل عمران
3,123,ولقد نصركم الله ببدر وأنتم أذلة ۖ فاتقوا الله لعلكم تشكرون,آل عمران
3,124,إذ تقول للمؤمنين ألن يكفيكم أن يمدكم ربكم بثلاثة آلاف من الملائكة منزلين,آل عمران
3,125,بلى ۚ إن تصبروا وتتقوا ويأتوكم من فورهم هذا يمددكم ربكم بخمسة آلاف من الملائكة مسومين,آل عمران
3,126,وما جعله الله إلا بشرى لكم ولتطمئن قلوبكم به ۗ وما النصر إلا من عند الله العزيز الحكيم,آل عمران
3,127,ليقطع طرفا من الذين كفروا أو يكبتهم فينقلبوا خائبين,آل عمران
